id_siniestro,monto_reclamado,dias_desde_inicio_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,documentos_completos,id_proveedor,suma_asegurada,cobertura,ciudad,ramo,beneficiario,descripcion,id_asegurado,placa,frecuencia_placa,marca_vehiculo,modelo_vehiculo,anio_vehiculo,frecuencia_conductor_veh,frecuencia_conductor,doc_inconsistente,frecuencia_beneficiario,similitud_narrativa,score,nivel_riesgo,alertas,anomalia_score,es_anomalia
SIN-00226,18699.87,1,13,5,False,P007,19131.5,Robo,Guayaquil,Salud,Grua Rapida,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00055,N116N144,1,Mazda,BT-50,2020,0,0,True,92,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 98% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.04637208000429355,0
SIN-00227,5257.79,4,8,4,False,P002,5476.01,Robo,Quito,Salud,Clinica San Marcos,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00354,F910F368,1,Toyota,Corolla,2018,0,0,True,86,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.01668077407233437,1
SIN-00229,23775.82,24,6,3,True,P001,29194.49,Choque,Cuenca,Vehiculos,Taller El Veloz,Choque en parqueadero de centro comercial con camaras de seguridad.,ASG-00206,L142A363,1,Mazda,3,2022,0,2,False,80,1.0,38,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07947829721586269,0
SIN-00233,46285.74,4,15,6,False,P002,47691.42,Robo,Quito,Vehiculos,Clinica San Marcos,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00091,M535H175,1,Kia,Sportage,2018,0,1,True,86,0.9999999999999993,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.03935005280147985,1
SIN-00238,10839.88,9,12,5,False,P002,11608.93,Robo,Cuenca,Vehiculos,Clinica San Marcos,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00263,L847H673,1,Mazda,CX-5,2023,0,2,True,86,0.9999999999999992,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.026132730942763693,0
SIN-00239,30194.61,8,8,6,False,P002,30297.97,Robo,Cuenca,Generales,Clinica San Marcos,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00339,K415C703,1,Mazda,3,2016,0,0,True,86,0.9999999999999993,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 100% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.0051523092394655245,0
SIN-00240,31854.65,3,15,3,False,P001,33251.58,Robo,Ambato,Generales,Taller El Veloz,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00073,B470H415,1,Kia,Sorento,2014,0,0,True,80,0.9999999999999993,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.03990989734176709,0
SIN-00246,36754.53,9,15,6,False,P001,37724.6,Robo,Cuenca,Generales,Taller El Veloz,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00394,F834A878,1,Mazda,3,2020,0,0,True,80,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 97% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.014887244429439339,1
SIN-00250,23964.6,9,10,3,False,P001,26546.66,Robo,Cuenca,Vehiculos,Taller El Veloz,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00170,H591J851,1,Hyundai,Santa Fe,2021,0,2,True,80,0.9999999999999993,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.08323059325785737,0
SIN-00253,22654.9,26,3,2,False,P004,27874.98,Robo,Ambato,Generales,Peritajes Express,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,ASG-00222,L714F615,1,Nissan,Sentra,2016,0,0,False,6,1.0,33,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.010463713550807552,1
SIN-00254,25154.31,5,14,6,False,P001,26118.0,Robo,Loja,Salud,Taller El Veloz,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,ASG-00330,Q383C802,1,Mazda,3,2023,0,0,True,80,1.0,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07115188224174124,0
SIN-00258,19457.36,6,13,3,False,P007,19921.85,Robo,Guayaquil,Vida,Grua Rapida,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00331,P464L173,1,Mazda,BT-50,2024,0,0,True,92,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 98% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.06565726043740788,0
SIN-00259,29334.26,9,9,4,False,P002,30873.3,Robo,Manta,Hogar,Clinica San Marcos,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00092,P418D726,1,Nissan,Sentra,2019,0,0,True,86,0.9999999999999992,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 95% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07777375293321892,0
SIN-00260,24873.33,7,8,3,False,P007,27591.84,Robo,Manta,Generales,Grua Rapida,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00040,P343A928,1,Mazda,3,2021,0,0,True,92,0.9999999999999993,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.08529254282035492,0
SIN-00261,13844.86,28,4,2,True,P002,18704.94,Incendio,Loja,Vida,Clinica San Marcos,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,ASG-00150,M854F162,1,Chevrolet,Spark,2018,0,0,False,86,1.0,34,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.03428647756429959,1
SIN-00267,21229.52,5,11,5,False,P001,23077.4,Robo,Loja,Generales,Taller El Veloz,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00317,A173L991,1,Hyundai,Tucson,2019,0,0,True,80,1.000000000000001,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07494810115724243,0
SIN-00272,11510.14,17,5,3,True,P007,16245.33,Dano parcial,Manta,Generales,Grua Rapida,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00211,L867G504,1,Nissan,Frontier,2021,0,0,False,92,1.000000000000001,43,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.053718262207839984,0
SIN-00276,30615.51,11,4,3,False,P007,45063.14,Responsabilidad Civil,Manta,Vehiculos,Grua Rapida,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00060,R564L995,1,Nissan,Frontier,2020,0,2,False,92,0.9999999999999993,53,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Dinamica sospechosa: cobertura Responsabilidad Civil sola (+6 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.03564511039789653,0
SIN-00279,24892.65,5,11,4,False,P001,26292.22,Robo,Ambato,Hogar,Taller El Veloz,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00289,N102Q674,1,Nissan,Versa,2019,0,0,True,80,0.9999999999999992,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.08819876102468788,0
SIN-00283,12744.96,6,9,4,False,P007,13457.11,Robo,Quito,Generales,Grua Rapida,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00214,P382F632,1,Toyota,Hilux,2020,0,0,True,92,1.000000000000001,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.05201467573972307,0
SIN-00291,3587.38,20,5,2,True,P002,5008.8,Responsabilidad Civil,Quito,Vida,Clinica San Marcos,Colision leve en interseccion con semaforo. El tercero presento sus datos.,ASG-00232,M315M707,1,Toyota,Yaris,2019,0,0,False,86,1.0000000000000004,40,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Dinamica sospechosa: cobertura Responsabilidad Civil sola (+6 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.06438537217320328,1
SIN-00295,12562.15,16,6,2,False,P001,17895.53,Dano parcial,Cuenca,Hogar,Taller El Veloz,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,ASG-00108,R236F460,1,Mazda,BT-50,2019,0,0,False,80,1.0,38,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.014375452110896636,0
SIN-00314,34669.18,17,3,2,False,P007,44499.51,Dano parcial,Ambato,Vida,Grua Rapida,Colision leve en interseccion con semaforo. El tercero presento sus datos.,ASG-00056,M692H780,1,Nissan,Sentra,2019,0,0,False,92,1.0000000000000004,35,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",-0.005830976811577737,1
SIN-00319,20284.72,21,5,3,False,P002,26937.22,Dano parcial,Loja,Hogar,Clinica San Marcos,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00182,A176J294,1,Chevrolet,Spark,2021,0,0,False,86,0.9999999999999992,47,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.0753008114649174,0
SIN-00322,24727.93,1,15,6,False,P007,25059.89,Robo,Manta,Vida,Grua Rapida,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,ASG-00190,P552C811,1,Nissan,Frontier,2020,0,0,False,92,0.9999999999999993,66,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 99% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.011372870462562523,0
SIN-00323,25659.73,14,5,3,False,P002,31492.59,Robo,Loja,Salud,Clinica San Marcos,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,ASG-00384,G820A780,1,Toyota,Corolla,2019,0,0,False,86,1.0,50,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.10164997620653538,0
SIN-00329,10298.14,20,4,3,False,P004,12776.32,Robo,Quito,Vida,Peritajes Express,Choque en parqueadero de centro comercial con camaras de seguridad.,ASG-00016,F430F924,1,Nissan,Sentra,2013,0,0,False,6,1.0,40,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.05095417736467972,0
SIN-00330,19432.05,1,11,6,False,P002,21209.66,Robo,Manta,Vehiculos,Clinica San Marcos,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00090,R908E963,1,Toyota,RAV4,2024,0,2,True,86,0.9999999999999992,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.024644422315952985,0
SIN-00339,34378.97,8,11,5,False,P001,35864.54,Robo,Loja,Vehiculos,Taller El Veloz,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00258,H303H431,1,Hyundai,Santa Fe,2012,0,1,True,80,1.000000000000001,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 96% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.05778778809594948,0
SIN-00341,34374.71,11,7,3,False,P002,46933.01,Incendio,Loja,Hogar,Clinica San Marcos,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,ASG-00185,G101R999,1,Toyota,Yaris,2016,0,0,False,86,1.0,42,ROJO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.04135939281740991,0
SIN-00351,19752.24,10,14,4,False,P002,20145.25,Robo,Guayaquil,Vida,Clinica San Marcos,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00361,A496J915,1,Nissan,Versa,2021,0,0,True,86,1.000000000000001,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 98% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.030918582473366762,0
SIN-00355,38240.22,4,14,3,False,P001,42293.69,Robo,Loja,Vehiculos,Taller El Veloz,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00218,E693N575,1,Kia,Rio,2019,0,1,True,80,1.000000000000001,69,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.05587305976051349,0
SIN-00361,38435.57,7,11,4,False,P007,38627.9,Robo,Guayaquil,Vida,Grua Rapida,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,ASG-00361,K296C104,1,Chevrolet,Aveo,2017,0,0,True,92,1.000000000000001,74,ROJO,"Siniestro ocurrido en los primeros 10 dias de la poliza (+8 pts) | Reporte tardio: mas de 7 dias despues del evento (+5 pts) | Asegurado con 3 o mas siniestros en 18 meses (+8 pts) | Documentos incompletos o faltantes (+4 pts) | Proveedor en lista restrictiva (+10 pts) | Beneficiario asociado a mas de 2 siniestros en la cartera (+5 pts) | Monto reclamado es el 100% de la suma asegurada (+5 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Documentacion con inconsistencia detectada (+8 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.07483213320385435,0
SIN-00364,23033.13,14,7,2,False,P006,34493.03,Robo,Quito,Salud,Clinica del Sur,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,ASG-00164,M225A997,1,Nissan,Kicks,2023,0,0,False,2,0.9999999999999992,36,AMARILLO,"Siniestro ocurrido en los primeros 30 dias de la poliza (+4 pts) | Reporte con demora de 4 a 7 dias (+3 pts) | Asegurado con 2 siniestros recientes (+4 pts) | Documentos incompletos o faltantes (+4 pts) | Robo reportado con mas de 48 horas de demora (+8 pts) | Dinamica sospechosa: narrativa con indicadores de riesgo (+5 pts) | Narrativa muy similar a otro reclamo (100% similitud, +8 pts)",0.03173062270393057,0
